,gridID_lat,gridID_lon,inner_grid_lat,inner_grid_lon,lat_min,lat_max,lon_min,lon_max,lane_capacity_total
0,0,0,0,0,38.2524848,38.42635104090909,43.0082382,43.238030046875,141800.0
1,0,0,1,0,38.42635104090909,38.60021728181818,43.0082382,43.238030046875,0.0
2,0,0,0,1,38.2524848,38.42635104090909,43.238030046875,43.46782189375,152200.0
3,0,0,1,1,38.42635104090909,38.60021728181818,43.238030046875,43.46782189375,855800.0
4,1,0,None,None,38.60021728181818,38.94794976363636,43.0082382,43.46782189375,144800.0
5,2,0,None,None,38.94794976363636,39.29568224545454,43.0082382,43.46782189375,561400.0
6,3,0,None,None,39.29568224545454,39.64341472727273,43.0082382,43.46782189375,0.0
7,4,0,None,None,39.64341472727273,39.99114720909091,43.0082382,43.46782189375,179000.0
8,5,0,None,None,39.99114720909091,40.33887969090909,43.0082382,43.46782189375,141200.0
9,6,0,None,None,40.33887969090909,40.68661217272727,43.0082382,43.46782189375,422800.0
10,7,0,None,None,40.68661217272727,41.03434465454546,43.0082382,43.46782189375,175600.0
11,8,0,None,None,41.03434465454546,41.38207713636364,43.0082382,43.46782189375,59200.0
12,9,0,None,None,41.38207713636364,41.72980961818182,43.0082382,43.46782189375,62000.0
13,10,0,None,None,41.72980961818182,42.0775421,43.0082382,43.46782189375,36400.0
14,0,1,None,None,38.2524848,38.60021728181818,43.46782189375,43.927405587500004,8400.0
15,1,1,None,None,38.60021728181818,38.94794976363636,43.46782189375,43.927405587500004,26200.0
16,2,1,None,None,38.94794976363636,39.29568224545454,43.46782189375,43.927405587500004,124800.0
17,3,1,None,None,39.29568224545454,39.64341472727273,43.46782189375,43.927405587500004,100600.0
18,4,1,None,None,39.64341472727273,39.99114720909091,43.46782189375,43.927405587500004,77400.0
19,5,1,None,None,39.99114720909091,40.33887969090909,43.46782189375,43.927405587500004,397600.0
20,6,1,None,None,40.33887969090909,40.68661217272727,43.46782189375,43.927405587500004,331800.0
21,7,1,None,None,40.68661217272727,41.03434465454546,43.46782189375,43.927405587500004,586000.0
22,8,1,None,None,41.03434465454546,41.38207713636364,43.46782189375,43.927405587500004,41600.0
23,9,1,None,None,41.38207713636364,41.72980961818182,43.46782189375,43.927405587500004,141600.0
24,10,1,0,0,41.72980961818182,41.90367585909091,43.46782189375,43.697613740625,39200.0
25,10,1,1,0,41.90367585909091,42.0775421,43.46782189375,43.697613740625,348200.0
26,10,1,0,1,41.72980961818182,41.90367585909091,43.697613740625,43.927405587500004,1400.0
27,10,1,1,1,41.90367585909091,42.0775421,43.697613740625,43.927405587500004,496800.0
28,0,2,None,None,38.2524848,38.60021728181818,43.927405587500004,44.38698928125,17400.0
29,1,2,None,None,38.60021728181818,38.94794976363636,43.927405587500004,44.38698928125,45000.0
30,2,2,None,None,38.94794976363636,39.29568224545454,43.927405587500004,44.38698928125,266200.0
31,3,2,None,None,39.29568224545454,39.64341472727273,43.927405587500004,44.38698928125,443000.0
32,4,2,None,None,39.64341472727273,39.99114720909091,43.927405587500004,44.38698928125,295400.0
33,5,2,0,0,39.99114720909091,40.165013450000004,43.927405587500004,44.15719743437501,472400.0
34,5,2,1,0,40.165013450000004,40.33887969090909,43.927405587500004,44.15719743437501,0.0
35,5,2,0,1,39.99114720909091,40.165013450000004,44.15719743437501,44.38698928125,550000.0
36,5,2,1,1,40.165013450000004,40.33887969090909,44.15719743437501,44.38698928125,957000.0
37,6,2,None,None,40.33887969090909,40.68661217272727,43.927405587500004,44.38698928125,129200.0
38,7,2,None,None,40.68661217272727,41.03434465454546,43.927405587500004,44.38698928125,208600.0
39,8,2,None,None,41.03434465454546,41.38207713636364,43.927405587500004,44.38698928125,98800.0
40,9,2,None,None,41.38207713636364,41.72980961818182,43.927405587500004,44.38698928125,14200.0
41,10,2,0,0,41.72980961818182,41.90367585909091,43.927405587500004,44.15719743437501,0.0
42,10,2,1,0,41.90367585909091,42.0775421,43.927405587500004,44.15719743437501,938600.0
43,10,2,0,1,41.72980961818182,41.90367585909091,44.15719743437501,44.38698928125,5600.0
44,10,2,1,1,41.90367585909091,42.0775421,44.15719743437501,44.38698928125,387400.0
45,0,3,None,None,38.2524848,38.60021728181818,44.38698928125,44.846572975,95000.0
46,1,3,None,None,38.60021728181818,38.94794976363636,44.38698928125,44.846572975,0.0
47,2,3,None,None,38.94794976363636,39.29568224545454,44.38698928125,44.846572975,872800.0
48,3,3,None,None,39.29568224545454,39.64341472727273,44.38698928125,44.846572975,380000.0
49,4,3,0,0,39.64341472727273,39.81728096818182,44.38698928125,44.616781128125,0.0
50,4,3,1,0,39.81728096818182,39.99114720909091,44.38698928125,44.616781128125,565200.0
51,4,3,0,1,39.64341472727273,39.81728096818182,44.616781128125,44.846572975,97200.0
52,4,3,1,1,39.81728096818182,39.99114720909091,44.616781128125,44.846572975,333400.0
53,5,3,0,0,39.99114720909091,40.10705803636364,44.38698928125,44.54018384583333,472200.0
54,5,3,1,0,40.10705803636364,40.22296886363636,44.38698928125,44.54018384583333,4424300.0
55,5,3,2,0,40.22296886363636,40.33887969090909,44.38698928125,44.54018384583333,218200.0
56,5,3,0,1,39.99114720909091,40.10705803636364,44.54018384583333,44.69337841041667,66000.0
57,5,3,1,1,40.10705803636364,40.22296886363636,44.54018384583333,44.69337841041667,566900.0
58,5,3,2,1,40.22296886363636,40.33887969090909,44.54018384583333,44.69337841041667,735800.0
59,5,3,0,2,39.99114720909091,40.10705803636364,44.69337841041667,44.846572975,0.0
60,5,3,1,2,40.10705803636364,40.22296886363636,44.69337841041667,44.846572975,6800.0
61,5,3,2,2,40.22296886363636,40.33887969090909,44.69337841041667,44.846572975,0.0
62,6,3,None,None,40.33887969090909,40.68661217272727,44.38698928125,44.846572975,537400.0
63,7,3,None,None,40.68661217272727,41.03434465454546,44.38698928125,44.846572975,397800.0
64,8,3,None,None,41.03434465454546,41.38207713636364,44.38698928125,44.846572975,182800.0
65,9,3,0,0,41.38207713636364,41.49798796363637,44.38698928125,44.54018384583333,28800.0
66,9,3,1,0,41.49798796363637,41.61389879090909,44.38698928125,44.54018384583333,42000.0
67,9,3,2,0,41.61389879090909,41.72980961818182,44.38698928125,44.54018384583333,4200.0
68,9,3,0,1,41.38207713636364,41.49798796363637,44.54018384583333,44.69337841041667,63800.0
69,9,3,1,1,41.49798796363637,41.61389879090909,44.54018384583333,44.69337841041667,20600.0
70,9,3,2,1,41.61389879090909,41.72980961818182,44.54018384583333,44.69337841041667,4200.0
71,9,3,0,2,41.38207713636364,41.49798796363637,44.69337841041667,44.846572975,273200.0
72,9,3,1,2,41.49798796363637,41.61389879090909,44.69337841041667,44.846572975,42600.0
73,9,3,2,2,41.61389879090909,41.72980961818182,44.69337841041667,44.846572975,3307000.0
74,10,3,0,0,41.72980961818182,41.845720445454546,44.38698928125,44.54018384583333,0.0
75,10,3,1,0,41.845720445454546,41.961631272727274,44.38698928125,44.54018384583333,202000.0
76,10,3,2,0,41.961631272727274,42.0775421,44.38698928125,44.54018384583333,197200.0
77,10,3,0,1,41.72980961818182,41.845720445454546,44.54018384583333,44.69337841041667,4200.0
78,10,3,1,1,41.845720445454546,41.961631272727274,44.54018384583333,44.69337841041667,406800.0
79,10,3,2,1,41.961631272727274,42.0775421,44.54018384583333,44.69337841041667,0.0
80,10,3,0,2,41.72980961818182,41.845720445454546,44.69337841041667,44.846572975,2216000.0
81,10,3,1,2,41.845720445454546,41.961631272727274,44.69337841041667,44.846572975,410800.0
82,10,3,2,2,41.961631272727274,42.0775421,44.69337841041667,44.846572975,7200.0
83,0,4,0,0,38.2524848,38.368395627272726,44.846572975,44.99976753958333,0.0
84,0,4,1,0,38.368395627272726,38.484306454545454,44.846572975,44.99976753958333,125600.0
85,0,4,2,0,38.484306454545454,38.60021728181818,44.846572975,44.99976753958333,2274800.0
86,0,4,0,1,38.2524848,38.368395627272726,44.99976753958333,45.15296210416667,0.0
87,0,4,1,1,38.368395627272726,38.484306454545454,44.99976753958333,45.15296210416667,0.0
88,0,4,2,1,38.484306454545454,38.60021728181818,44.99976753958333,45.15296210416667,120000.0
89,0,4,0,2,38.2524848,38.368395627272726,45.15296210416667,45.30615666875,0.0
90,0,4,1,2,38.368395627272726,38.484306454545454,45.15296210416667,45.30615666875,0.0
91,0,4,2,2,38.484306454545454,38.60021728181818,45.15296210416667,45.30615666875,0.0
92,1,4,None,None,38.60021728181818,38.94794976363636,44.846572975,45.30615666875,327200.0
93,2,4,None,None,38.94794976363636,39.29568224545454,44.846572975,45.30615666875,201000.0
94,3,4,None,None,39.29568224545454,39.64341472727273,44.846572975,45.30615666875,511000.0
95,4,4,None,None,39.64341472727273,39.99114720909091,44.846572975,45.30615666875,109200.0
96,5,4,None,None,39.99114720909091,40.33887969090909,44.846572975,45.30615666875,15800.0
97,6,4,None,None,40.33887969090909,40.68661217272727,44.846572975,45.30615666875,800800.0
98,7,4,None,None,40.68661217272727,41.03434465454546,44.846572975,45.30615666875,189200.0
99,8,4,None,None,41.03434465454546,41.38207713636364,44.846572975,45.30615666875,214200.0
100,9,4,0,0,41.38207713636364,41.49798796363637,44.846572975,44.99976753958333,0.0
101,9,4,1,0,41.49798796363637,41.61389879090909,44.846572975,44.99976753958333,897600.0
102,9,4,2,0,41.61389879090909,41.72980961818182,44.846572975,44.99976753958333,1779000.0
103,9,4,0,1,41.38207713636364,41.49798796363637,44.99976753958333,45.15296210416667,6200.0
104,9,4,1,1,41.49798796363637,41.61389879090909,44.99976753958333,45.15296210416667,74000.0
105,9,4,2,1,41.61389879090909,41.72980961818182,44.99976753958333,45.15296210416667,321800.0
106,9,4,0,2,41.38207713636364,41.49798796363637,45.15296210416667,45.30615666875,1400.0
107,9,4,1,2,41.49798796363637,41.61389879090909,45.15296210416667,45.30615666875,0.0
108,9,4,2,2,41.61389879090909,41.72980961818182,45.15296210416667,45.30615666875,43200.0
109,10,4,None,None,41.72980961818182,42.0775421,44.846572975,45.30615666875,283400.0
110,0,5,None,None,38.2524848,38.60021728181818,45.30615666875,45.7657403625,828400.0
111,1,5,0,0,38.60021728181818,38.77408352272727,45.30615666875,45.535948515624995,7000.0
112,1,5,1,0,38.77408352272727,38.94794976363636,45.30615666875,45.535948515624995,0.0
113,1,5,0,1,38.60021728181818,38.77408352272727,45.535948515624995,45.7657403625,47400.0
114,1,5,1,1,38.77408352272727,38.94794976363636,45.535948515624995,45.7657403625,1236400.0
115,2,5,0,0,38.94794976363636,39.12181600454545,45.30615666875,45.535948515624995,1400.0
116,2,5,1,0,39.12181600454545,39.29568224545454,45.30615666875,45.535948515624995,763000.0
117,2,5,0,1,38.94794976363636,39.12181600454545,45.535948515624995,45.7657403625,212000.0
118,2,5,1,1,39.12181600454545,39.29568224545454,45.535948515624995,45.7657403625,1400.0
119,3,5,None,None,39.29568224545454,39.64341472727273,45.30615666875,45.7657403625,9600.0
120,4,5,None,None,39.64341472727273,39.99114720909091,45.30615666875,45.7657403625,96000.0
121,5,5,None,None,39.99114720909091,40.33887969090909,45.30615666875,45.7657403625,115600.0
122,6,5,None,None,40.33887969090909,40.68661217272727,45.30615666875,45.7657403625,4200.0
123,7,5,None,None,40.68661217272727,41.03434465454546,45.30615666875,45.7657403625,560400.0
124,8,5,None,None,41.03434465454546,41.38207713636364,45.30615666875,45.7657403625,693400.0
125,9,5,None,None,41.38207713636364,41.72980961818182,45.30615666875,45.7657403625,129000.0
126,10,5,None,None,41.72980961818182,42.0775421,45.30615666875,45.7657403625,487800.0
127,0,6,None,None,38.2524848,38.60021728181818,45.7657403625,46.22532405625,858400.0
128,1,6,None,None,38.60021728181818,38.94794976363636,45.7657403625,46.22532405625,257800.0
129,2,6,None,None,38.94794976363636,39.29568224545454,45.7657403625,46.22532405625,0.0
130,3,6,None,None,39.29568224545454,39.64341472727273,45.7657403625,46.22532405625,71000.0
131,4,6,None,None,39.64341472727273,39.99114720909091,45.7657403625,46.22532405625,1400.0
132,5,6,None,None,39.99114720909091,40.33887969090909,45.7657403625,46.22532405625,42800.0
133,6,6,None,None,40.33887969090909,40.68661217272727,45.7657403625,46.22532405625,102800.0
134,7,6,None,None,40.68661217272727,41.03434465454546,45.7657403625,46.22532405625,809800.0
135,8,6,None,None,41.03434465454546,41.38207713636364,45.7657403625,46.22532405625,0.0
136,9,6,None,None,41.38207713636364,41.72980961818182,45.7657403625,46.22532405625,240800.0
137,10,6,None,None,41.72980961818182,42.0775421,45.7657403625,46.22532405625,270200.0
138,0,7,None,None,38.2524848,38.60021728181818,46.22532405625,46.68490775,167400.0
139,1,7,None,None,38.60021728181818,38.94794976363636,46.22532405625,46.68490775,25000.0
140,2,7,None,None,38.94794976363636,39.29568224545454,46.22532405625,46.68490775,29000.0
141,3,7,None,None,39.29568224545454,39.64341472727273,46.22532405625,46.68490775,67000.0
142,4,7,None,None,39.64341472727273,39.99114720909091,46.22532405625,46.68490775,5400.0
143,5,7,None,None,39.99114720909091,40.33887969090909,46.22532405625,46.68490775,24200.0
144,6,7,None,None,40.33887969090909,40.68661217272727,46.22532405625,46.68490775,769400.0
145,7,7,None,None,40.68661217272727,41.03434465454546,46.22532405625,46.68490775,626800.0
146,8,7,None,None,41.03434465454546,41.38207713636364,46.22532405625,46.68490775,7000.0
147,9,7,None,None,41.38207713636364,41.72980961818182,46.22532405625,46.68490775,589200.0
148,10,7,None,None,41.72980961818182,42.0775421,46.22532405625,46.68490775,28800.0
149,0,8,None,None,38.2524848,38.60021728181818,46.68490775,47.14449144375,782600.0
150,1,8,None,None,38.60021728181818,38.94794976363636,46.68490775,47.14449144375,177600.0
151,2,8,None,None,38.94794976363636,39.29568224545454,46.68490775,47.14449144375,487600.0
152,3,8,None,None,39.29568224545454,39.64341472727273,46.68490775,47.14449144375,171200.0
153,4,8,None,None,39.64341472727273,39.99114720909091,46.68490775,47.14449144375,507800.0
154,5,8,None,None,39.99114720909091,40.33887969090909,46.68490775,47.14449144375,253400.0
155,6,8,0,0,40.33887969090909,40.51274593181818,46.68490775,46.914699596874996,127400.0
156,6,8,1,0,40.51274593181818,40.68661217272727,46.68490775,46.914699596874996,494400.0
157,6,8,0,1,40.33887969090909,40.51274593181818,46.914699596874996,47.14449144375,516400.0
158,6,8,1,1,40.51274593181818,40.68661217272727,46.914699596874996,47.14449144375,282200.0
159,7,8,None,None,40.68661217272727,41.03434465454546,46.68490775,47.14449144375,227800.0
160,8,8,None,None,41.03434465454546,41.38207713636364,46.68490775,47.14449144375,59200.0
161,9,8,None,None,41.38207713636364,41.72980961818182,46.68490775,47.14449144375,484200.0
162,10,8,None,None,41.72980961818182,42.0775421,46.68490775,47.14449144375,0.0
163,0,9,None,None,38.2524848,38.60021728181818,47.14449144375,47.604075137500004,80000.0
164,1,9,None,None,38.60021728181818,38.94794976363636,47.14449144375,47.604075137500004,14000.0
165,2,9,None,None,38.94794976363636,39.29568224545454,47.14449144375,47.604075137500004,81000.0
166,3,9,None,None,39.29568224545454,39.64341472727273,47.14449144375,47.604075137500004,579200.0
167,4,9,None,None,39.64341472727273,39.99114720909091,47.14449144375,47.604075137500004,13400.0
168,5,9,None,None,39.99114720909091,40.33887969090909,47.14449144375,47.604075137500004,342000.0
169,6,9,None,None,40.33887969090909,40.68661217272727,47.14449144375,47.604075137500004,795200.0
170,7,9,None,None,40.68661217272727,41.03434465454546,47.14449144375,47.604075137500004,268800.0
171,8,9,None,None,41.03434465454546,41.38207713636364,47.14449144375,47.604075137500004,763400.0
172,9,9,None,None,41.38207713636364,41.72980961818182,47.14449144375,47.604075137500004,0.0
173,10,9,None,None,41.72980961818182,42.0775421,47.14449144375,47.604075137500004,1400.0
174,0,10,0,0,38.2524848,38.42635104090909,47.604075137500004,47.83386698437501,552800.0
175,0,10,1,0,38.42635104090909,38.60021728181818,47.604075137500004,47.83386698437501,307200.0
176,0,10,0,1,38.2524848,38.42635104090909,47.83386698437501,48.06365883125,0.0
177,0,10,1,1,38.42635104090909,38.60021728181818,47.83386698437501,48.06365883125,172600.0
178,1,10,None,None,38.60021728181818,38.94794976363636,47.604075137500004,48.06365883125,72300.0
179,2,10,None,None,38.94794976363636,39.29568224545454,47.604075137500004,48.06365883125,164100.0
180,3,10,None,None,39.29568224545454,39.64341472727273,47.604075137500004,48.06365883125,613400.0
181,4,10,0,0,39.64341472727273,39.81728096818182,47.604075137500004,47.83386698437501,108000.0
182,4,10,1,0,39.81728096818182,39.99114720909091,47.604075137500004,47.83386698437501,27000.0
183,4,10,0,1,39.64341472727273,39.81728096818182,47.83386698437501,48.06365883125,721600.0
184,4,10,1,1,39.81728096818182,39.99114720909091,47.83386698437501,48.06365883125,56200.0
185,5,10,None,None,39.99114720909091,40.33887969090909,47.604075137500004,48.06365883125,77600.0
186,6,10,0,0,40.33887969090909,40.51274593181818,47.604075137500004,47.83386698437501,368800.0
187,6,10,1,0,40.51274593181818,40.68661217272727,47.604075137500004,47.83386698437501,208800.0
188,6,10,0,1,40.33887969090909,40.51274593181818,47.83386698437501,48.06365883125,235800.0
189,6,10,1,1,40.51274593181818,40.68661217272727,47.83386698437501,48.06365883125,110800.0
190,7,10,None,None,40.68661217272727,41.03434465454546,47.604075137500004,48.06365883125,347400.0
191,8,10,None,None,41.03434465454546,41.38207713636364,47.604075137500004,48.06365883125,0.0
192,9,10,None,None,41.38207713636364,41.72980961818182,47.604075137500004,48.06365883125,2800.0
193,10,10,None,None,41.72980961818182,42.0775421,47.604075137500004,48.06365883125,5600.0
194,0,11,0,0,38.2524848,38.42635104090909,48.06365883125,48.293450678125,151800.0
195,0,11,1,0,38.42635104090909,38.60021728181818,48.06365883125,48.293450678125,230400.0
196,0,11,0,1,38.2524848,38.42635104090909,48.293450678125,48.523242525,594000.0
197,0,11,1,1,38.42635104090909,38.60021728181818,48.293450678125,48.523242525,72800.0
198,1,11,None,None,38.60021728181818,38.94794976363636,48.06365883125,48.523242525,120900.0
199,2,11,None,None,38.94794976363636,39.29568224545454,48.06365883125,48.523242525,369300.0
200,3,11,None,None,39.29568224545454,39.64341472727273,48.06365883125,48.523242525,506200.0
201,4,11,None,None,39.64341472727273,39.99114720909091,48.06365883125,48.523242525,415200.0
202,5,11,None,None,39.99114720909091,40.33887969090909,48.06365883125,48.523242525,460400.0
203,6,11,None,None,40.33887969090909,40.68661217272727,48.06365883125,48.523242525,222400.0
204,7,11,None,None,40.68661217272727,41.03434465454546,48.06365883125,48.523242525,154200.0
205,8,11,None,None,41.03434465454546,41.38207713636364,48.06365883125,48.523242525,41200.0
206,9,11,None,None,41.38207713636364,41.72980961818182,48.06365883125,48.523242525,426200.0
207,10,11,None,None,41.72980961818182,42.0775421,48.06365883125,48.523242525,216000.0
208,0,12,0,0,38.2524848,38.42635104090909,48.523242525,48.753034371875,30000.0
209,0,12,1,0,38.42635104090909,38.60021728181818,48.523242525,48.753034371875,6600.0
210,0,12,0,1,38.2524848,38.42635104090909,48.753034371875,48.98282621875,508000.0
211,0,12,1,1,38.42635104090909,38.60021728181818,48.753034371875,48.98282621875,442200.0
212,1,12,None,None,38.60021728181818,38.94794976363636,48.523242525,48.98282621875,772200.0
213,2,12,None,None,38.94794976363636,39.29568224545454,48.523242525,48.98282621875,518800.0
214,3,12,None,None,39.29568224545454,39.64341472727273,48.523242525,48.98282621875,496200.0
215,4,12,None,None,39.64341472727273,39.99114720909091,48.523242525,48.98282621875,397600.0
216,5,12,None,None,39.99114720909091,40.33887969090909,48.523242525,48.98282621875,451400.0
217,6,12,None,None,40.33887969090909,40.68661217272727,48.523242525,48.98282621875,536600.0
218,7,12,None,None,40.68661217272727,41.03434465454546,48.523242525,48.98282621875,1400.0
219,8,12,None,None,41.03434465454546,41.38207713636364,48.523242525,48.98282621875,357800.0
220,9,12,None,None,41.38207713636364,41.72980961818182,48.523242525,48.98282621875,491800.0
221,10,12,None,None,41.72980961818182,42.0775421,48.523242525,48.98282621875,40400.0
222,0,13,None,None,38.2524848,38.60021728181818,48.98282621875,49.4424099125,0.0
223,1,13,None,None,38.60021728181818,38.94794976363636,48.98282621875,49.4424099125,0.0
224,2,13,None,None,38.94794976363636,39.29568224545454,48.98282621875,49.4424099125,0.0
225,3,13,None,None,39.29568224545454,39.64341472727273,48.98282621875,49.4424099125,185400.0
226,4,13,None,None,39.64341472727273,39.99114720909091,48.98282621875,49.4424099125,483200.0
227,5,13,None,None,39.99114720909091,40.33887969090909,48.98282621875,49.4424099125,183800.0
228,6,13,None,None,40.33887969090909,40.68661217272727,48.98282621875,49.4424099125,187200.0
229,7,13,None,None,40.68661217272727,41.03434465454546,48.98282621875,49.4424099125,299200.0
230,8,13,None,None,41.03434465454546,41.38207713636364,48.98282621875,49.4424099125,250000.0
231,9,13,None,None,41.38207713636364,41.72980961818182,48.98282621875,49.4424099125,0.0
232,10,13,None,None,41.72980961818182,42.0775421,48.98282621875,49.4424099125,0.0
233,0,14,None,None,38.2524848,38.60021728181818,49.4424099125,49.90199360625,0.0
234,1,14,None,None,38.60021728181818,38.94794976363636,49.4424099125,49.90199360625,0.0
235,2,14,None,None,38.94794976363636,39.29568224545454,49.4424099125,49.90199360625,0.0
236,3,14,None,None,39.29568224545454,39.64341472727273,49.4424099125,49.90199360625,0.0
237,4,14,None,None,39.64341472727273,39.99114720909091,49.4424099125,49.90199360625,0.0
238,5,14,0,0,39.99114720909091,40.165013450000004,49.4424099125,49.672201759375,14400.0
239,5,14,1,0,40.165013450000004,40.33887969090909,49.4424099125,49.672201759375,370200.0
240,5,14,0,1,39.99114720909091,40.165013450000004,49.672201759375,49.90199360625,0.0
241,5,14,1,1,40.165013450000004,40.33887969090909,49.672201759375,49.90199360625,578000.0
242,6,14,0,0,40.33887969090909,40.45479051818182,49.4424099125,49.595604477083334,0.0
243,6,14,1,0,40.45479051818182,40.570701345454545,49.4424099125,49.595604477083334,144000.0
244,6,14,2,0,40.570701345454545,40.68661217272727,49.4424099125,49.595604477083334,171800.0
245,6,14,0,1,40.33887969090909,40.45479051818182,49.595604477083334,49.748799041666665,68800.0
246,6,14,1,1,40.45479051818182,40.570701345454545,49.595604477083334,49.748799041666665,749200.0
247,6,14,2,1,40.570701345454545,40.68661217272727,49.595604477083334,49.748799041666665,388600.0
248,6,14,0,2,40.33887969090909,40.45479051818182,49.748799041666665,49.90199360625,5789400.0
249,6,14,1,2,40.45479051818182,40.570701345454545,49.748799041666665,49.90199360625,834800.0
250,6,14,2,2,40.570701345454545,40.68661217272727,49.748799041666665,49.90199360625,56400.0
251,7,14,None,None,40.68661217272727,41.03434465454546,49.4424099125,49.90199360625,148800.0
252,8,14,None,None,41.03434465454546,41.38207713636364,49.4424099125,49.90199360625,0.0
253,9,14,None,None,41.38207713636364,41.72980961818182,49.4424099125,49.90199360625,0.0
254,10,14,None,None,41.72980961818182,42.0775421,49.4424099125,49.90199360625,0.0
255,0,15,None,None,38.2524848,38.60021728181818,49.90199360625,50.3615773,0.0
256,1,15,None,None,38.60021728181818,38.94794976363636,49.90199360625,50.3615773,0.0
257,2,15,None,None,38.94794976363636,39.29568224545454,49.90199360625,50.3615773,0.0
258,3,15,None,None,39.29568224545454,39.64341472727273,49.90199360625,50.3615773,0.0
259,4,15,None,None,39.64341472727273,39.99114720909091,49.90199360625,50.3615773,0.0
260,5,15,None,None,39.99114720909091,40.33887969090909,49.90199360625,50.3615773,0.0
261,6,15,0,0,40.33887969090909,40.45479051818182,49.90199360625,50.05518817083333,2671800.0
262,6,15,1,0,40.45479051818182,40.570701345454545,49.90199360625,50.05518817083333,655200.0
263,6,15,2,0,40.570701345454545,40.68661217272727,49.90199360625,50.05518817083333,231800.0
264,6,15,0,1,40.33887969090909,40.45479051818182,50.05518817083333,50.20838273541667,535800.0
265,6,15,1,1,40.45479051818182,40.570701345454545,50.05518817083333,50.20838273541667,1069000.0
266,6,15,2,1,40.570701345454545,40.68661217272727,50.05518817083333,50.20838273541667,26200.0
267,6,15,0,2,40.33887969090909,40.45479051818182,50.20838273541667,50.3615773,141400.0
268,6,15,1,2,40.45479051818182,40.570701345454545,50.20838273541667,50.3615773,25600.0
269,6,15,2,2,40.570701345454545,40.68661217272727,50.20838273541667,50.3615773,0.0
270,7,15,None,None,40.68661217272727,41.03434465454546,49.90199360625,50.3615773,0.0
271,8,15,None,None,41.03434465454546,41.38207713636364,49.90199360625,50.3615773,0.0
272,9,15,None,None,41.38207713636364,41.72980961818182,49.90199360625,50.3615773,0.0
273,10,15,None,None,41.72980961818182,42.0775421,49.90199360625,50.3615773,0.0
